Title,Honey price,Using condition,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,Generation,Screen Size,Retina Display ,Memory,Hard Disk,Processor
Galaxy S3 T-Mobile - 16GB White (Flawless),3500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 16GB White (Good),3000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 16GB White (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 16GB Black (Flawless),3200,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 16GB Black (Good),2700,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 16GB Black (Poor),1300,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 16GB Brown (Flawless),2500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 16GB Brown (Good),2000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 16GB Brown (Poor),1000,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 16GB Red (Flawless),3500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Red,,,,,,
Galaxy S3 T-Mobile - 16GB Red (Good),2800,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Red,,,,,,
Galaxy S3 T-Mobile - 16GB Red (Poor),1700,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Red,,,,,,
Galaxy S3 AT&T - 32GB White (Flawless),4300,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 32GB White (Good),3500,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 32GB White (Poor),1300,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 32GB Black (Flawless),4000,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 32GB Black (Good),3300,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 32GB Black (Poor),1000,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 32GB Brown (Flawless),3000,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 32GB Brown (Good),2500,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 32GB Brown (Poor),1200,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 32GB Red (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Red,,,,,,
Galaxy S3 AT&T - 32GB Red (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Red,,,,,,
Galaxy S3 AT&T - 32GB Red (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Red,,,,,,
Galaxy S3 AT&T - 16GB White (Flawless),3500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 16GB White (Good),3000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 16GB White (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 16GB Black (Flawless),3200,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 16GB Black (Good),2700,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 16GB Black (Poor),1300,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 16GB Brown (Flawless),2500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 16GB Brown (Good),2000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 16GB Brown (Poor),1000,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 16GB Red (Flawless),3500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Red,,,,,,
Galaxy S3 AT&T - 16GB Red (Good),2800,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Red,,,,,,
Galaxy S3 AT&T - 16GB Red (Poor),1700,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Red,,,,,,
Galaxy - S II - Unlocked - 16GB White (Flawless),3000,Flawless,TRUE,FALSE,Galaxy,S II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - S II - Unlocked - 16GB White (Good),2700,Good,TRUE,FALSE,Galaxy,S II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - S II - Unlocked - 16GB White (Poor),1200,Poor,TRUE,FALSE,Galaxy,S II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - S II - Unlocked - 16GB Black (Flawless),2400,Flawless,TRUE,FALSE,Galaxy,S II,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy - S II - Unlocked - 16GB Black (Good),2000,Good,TRUE,FALSE,Galaxy,S II,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy - S II - Unlocked - 16GB Black (Poor),1000,Poor,TRUE,FALSE,Galaxy,S II,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy - S II - Sprint - 32GB White (Flawless),2700,Flawless,TRUE,FALSE,Galaxy,S II,1,,32GB,Sprint,White,,,,,,
Galaxy - S II - Sprint - 32GB White (Good),2400,Good,TRUE,FALSE,Galaxy,S II,1,,32GB,Sprint,White,,,,,,
Galaxy - S II - Sprint - 32GB White (Poor),1200,Poor,TRUE,FALSE,Galaxy,S II,1,,32GB,Sprint,White,,,,,,
Galaxy - S II - Sprint - 32GB Black (Flawless),2700,Flawless,TRUE,FALSE,Galaxy,S II,1,,32GB,Sprint,Black,,,,,,
Galaxy - S II - Sprint - 32GB Black (Good),2400,Good,TRUE,FALSE,Galaxy,S II,1,,32GB,Sprint,Black,,,,,,
Galaxy - S II - Sprint - 32GB Black (Poor),1200,Poor,TRUE,FALSE,Galaxy,S II,1,,32GB,Sprint,Black,,,,,,
Galaxy - S II - Sprint - 16GB White (Flawless),2000,Flawless,TRUE,FALSE,Galaxy,S II,1,,16GB,Sprint,White,,,,,,
Galaxy - S II - Sprint - 16GB White (Good),1700,Good,TRUE,FALSE,Galaxy,S II,1,,16GB,Sprint,White,,,,,,
Galaxy - S II - Sprint - 16GB White (Poor),900,Poor,TRUE,FALSE,Galaxy,S II,1,,16GB,Sprint,White,,,,,,
Galaxy - S II - Sprint - 16GB Black (Flawless),2000,Flawless,TRUE,FALSE,Galaxy,S II,1,,16GB,Sprint,Black,,,,,,
Galaxy - S II - Sprint - 16GB Black (Good),1700,Good,TRUE,FALSE,Galaxy,S II,1,,16GB,Sprint,Black,,,,,,
Galaxy - S II - Sprint - 16GB Black (Poor),900,Poor,TRUE,FALSE,Galaxy,S II,1,,16GB,Sprint,Black,,,,,,
Galaxy - S II - T-Mobile - 32GB White (Flawless),2700,Flawless,TRUE,FALSE,Galaxy,S II,1,,32GB,T-Mobile,White,,,,,,
Galaxy - S II - T-Mobile - 32GB White (Good),2400,Good,TRUE,FALSE,Galaxy,S II,1,,32GB,T-Mobile,White,,,,,,
Galaxy - S II - T-Mobile - 32GB White (Poor),1200,Poor,TRUE,FALSE,Galaxy,S II,1,,32GB,T-Mobile,White,,,,,,
Galaxy - S II - T-Mobile - 32GB Black (Flawless),2700,Flawless,TRUE,FALSE,Galaxy,S II,1,,32GB,T-Mobile,Black,,,,,,
Galaxy - S II - T-Mobile - 32GB Black (Good),2400,Good,TRUE,FALSE,Galaxy,S II,1,,32GB,T-Mobile,Black,,,,,,
Galaxy - S II - T-Mobile - 32GB Black (Poor),1200,Poor,TRUE,FALSE,Galaxy,S II,1,,32GB,T-Mobile,Black,,,,,,
Galaxy - S II - T-Mobile - 16GB White (Flawless),2000,Flawless,TRUE,FALSE,Galaxy,S II,1,,16GB,T-Mobile,White,,,,,,
Galaxy - S II - T-Mobile - 16GB White (Good),1700,Good,TRUE,FALSE,Galaxy,S II,1,,16GB,T-Mobile,White,,,,,,
Galaxy - S II - T-Mobile - 16GB White (Poor),900,Poor,TRUE,FALSE,Galaxy,S II,1,,16GB,T-Mobile,White,,,,,,
Galaxy - S II - T-Mobile - 16GB Black (Flawless),2000,Flawless,TRUE,FALSE,Galaxy,S II,1,,16GB,T-Mobile,Black,,,,,,
Galaxy - S II - T-Mobile - 16GB Black (Good),1700,Good,TRUE,FALSE,Galaxy,S II,1,,16GB,T-Mobile,Black,,,,,,
Galaxy - S II - T-Mobile - 16GB Black (Poor),900,Poor,TRUE,FALSE,Galaxy,S II,1,,16GB,T-Mobile,Black,,,,,,
Galaxy - S II AT&T 32GB White (Flawless),2700,Flawless,TRUE,FALSE,Galaxy,S II,1,,32GB,AT&T,White,,,,,,
Galaxy - S II AT&T 32GB White (Good),2400,Good,TRUE,FALSE,Galaxy,S II,1,,32GB,AT&T,White,,,,,,
Galaxy - S II AT&T 32GB White (Poor),1200,Poor,TRUE,FALSE,Galaxy,S II,1,,32GB,AT&T,White,,,,,,
Galaxy - S II AT&T 32GB Black (Flawless),2700,Flawless,TRUE,FALSE,Galaxy,S II,1,,32GB,AT&T,Black,,,,,,
Galaxy - S II AT&T 32GB Black (Good),2400,Good,TRUE,FALSE,Galaxy,S II,1,,32GB,AT&T,Black,,,,,,
Galaxy - S II AT&T 32GB Black (Poor),1200,Poor,TRUE,FALSE,Galaxy,S II,1,,32GB,AT&T,Black,,,,,,
Galaxy - S II AT&T 16GB White (Flawless),2000,Flawless,TRUE,FALSE,Galaxy,S II,1,,16GB,AT&T,White,,,,,,
Galaxy - S II AT&T 16GB White (Good),1700,Good,TRUE,FALSE,Galaxy,S II,1,,16GB,AT&T,White,,,,,,
Galaxy - S II AT&T 16GB White (Poor),900,Poor,TRUE,FALSE,Galaxy,S II,1,,16GB,AT&T,White,,,,,,
Galaxy - S II AT&T 16GB Black (Flawless),2000,Flawless,TRUE,FALSE,Galaxy,S II,1,,16GB,AT&T,Black,,,,,,
Galaxy - S II AT&T 16GB Black (Good),1700,Good,TRUE,FALSE,Galaxy,S II,1,,16GB,AT&T,Black,,,,,,
Galaxy - S II AT&T 16GB Black (Poor),900,Poor,TRUE,FALSE,Galaxy,S II,1,,16GB,AT&T,Black,,,,,,
